rank,term,date,count
2,"18.11 Dutch literature.",1585,1
2,"18.11 Dutch literature.",1589,1
2,"18.11 Dutch literature.",1591,1
2,"18.11 Dutch literature.",1596,1
2,"18.11 Dutch literature.",1598,1
2,"18.11 Dutch literature.",1601,1
2,"18.11 Dutch literature.",1602,1
2,"18.11 Dutch literature.",1604,1
2,"18.11 Dutch literature.",1606,1
2,"18.11 Dutch literature.",1607,1
2,"18.11 Dutch literature.",1609,1
2,"18.11 Dutch literature.",1614,2
2,"18.11 Dutch literature.",1617,1
2,"18.11 Dutch literature.",1618,2
2,"18.11 Dutch literature.",1623,1
2,"18.11 Dutch literature.",1624,1
2,"18.11 Dutch literature.",1625,1
2,"18.11 Dutch literature.",1628,2
2,"18.11 Dutch literature.",1629,1
2,"18.11 Dutch literature.",1630,2
2,"18.11 Dutch literature.",1633,1
2,"18.11 Dutch literature.",1636,2
2,"18.11 Dutch literature.",1637,2
2,"18.11 Dutch literature.",1638,1
2,"18.11 Dutch literature.",1639,1
2,"18.11 Dutch literature.",1641,1
2,"18.11 Dutch literature.",1642,1
2,"18.11 Dutch literature.",1644,9
2,"18.11 Dutch literature.",1645,1
2,"18.11 Dutch literature.",1648,1
2,"18.11 Dutch literature.",1650,1
2,"18.11 Dutch literature.",1652,1
2,"18.11 Dutch literature.",1654,1
2,"18.11 Dutch literature.",1656,1
2,"18.11 Dutch literature.",1657,2
2,"18.11 Dutch literature.",1658,1
2,"18.11 Dutch literature.",1659,2
2,"18.11 Dutch literature.",1660,5
2,"18.11 Dutch literature.",1661,2
2,"18.11 Dutch literature.",1662,1
2,"18.11 Dutch literature.",1663,1
2,"18.11 Dutch literature.",1668,5
2,"18.11 Dutch literature.",1669,2
2,"18.11 Dutch literature.",1670,4
2,"18.11 Dutch literature.",1673,1
2,"18.11 Dutch literature.",1674,1
2,"18.11 Dutch literature.",1677,1
2,"18.11 Dutch literature.",1678,1
2,"18.11 Dutch literature.",1679,1
2,"18.11 Dutch literature.",1680,3
2,"18.11 Dutch literature.",1681,1
2,"18.11 Dutch literature.",1682,2
2,"18.11 Dutch literature.",1685,1
2,"18.11 Dutch literature.",1686,1
2,"18.11 Dutch literature.",1688,1
2,"18.11 Dutch literature.",1689,1
2,"18.11 Dutch literature.",1690,1
2,"18.11 Dutch literature.",1691,2
2,"18.11 Dutch literature.",1692,2
2,"18.11 Dutch literature.",1694,1
2,"18.11 Dutch literature.",1695,2
2,"18.11 Dutch literature.",1696,2
2,"18.11 Dutch literature.",1697,1
2,"18.11 Dutch literature.",1699,2
2,"18.11 Dutch literature.",1700,2
2,"18.11 Dutch literature.",1702,1
2,"18.11 Dutch literature.",1703,2
2,"18.11 Dutch literature.",1704,4
2,"18.11 Dutch literature.",1705,2
2,"18.11 Dutch literature.",1707,1
2,"18.11 Dutch literature.",1708,3
2,"18.11 Dutch literature.",1710,2
2,"18.11 Dutch literature.",1711,2
2,"18.11 Dutch literature.",1713,2
2,"18.11 Dutch literature.",1715,1
2,"18.11 Dutch literature.",1716,2
2,"18.11 Dutch literature.",1717,3
2,"18.11 Dutch literature.",1720,1
2,"18.11 Dutch literature.",1722,1
2,"18.11 Dutch literature.",1724,1
2,"18.11 Dutch literature.",1725,1
2,"18.11 Dutch literature.",1726,4
2,"18.11 Dutch literature.",1727,3
2,"18.11 Dutch literature.",1729,2
2,"18.11 Dutch literature.",1730,1
2,"18.11 Dutch literature.",1731,4
2,"18.11 Dutch literature.",1732,1
2,"18.11 Dutch literature.",1735,4
2,"18.11 Dutch literature.",1737,2
2,"18.11 Dutch literature.",1738,1
2,"18.11 Dutch literature.",1740,3
2,"18.11 Dutch literature.",1741,2
2,"18.11 Dutch literature.",1742,2
2,"18.11 Dutch literature.",1744,1
2,"18.11 Dutch literature.",1745,1
2,"18.11 Dutch literature.",1746,3
2,"18.11 Dutch literature.",1747,3
2,"18.11 Dutch literature.",1748,2
2,"18.11 Dutch literature.",1749,1
2,"18.11 Dutch literature.",1750,2
2,"18.11 Dutch literature.",1751,1
2,"18.11 Dutch literature.",1755,3
2,"18.11 Dutch literature.",1756,1
2,"18.11 Dutch literature.",1758,1
2,"18.11 Dutch literature.",175u,1
2,"18.11 Dutch literature.",1760,1
2,"18.11 Dutch literature.",1762,1
2,"18.11 Dutch literature.",1763,2
2,"18.11 Dutch literature.",1764,1
2,"18.11 Dutch literature.",1765,1
2,"18.11 Dutch literature.",1766,1
2,"18.11 Dutch literature.",1767,2
2,"18.11 Dutch literature.",1768,2
2,"18.11 Dutch literature.",1769,2
2,"18.11 Dutch literature.",1773,1
2,"18.11 Dutch literature.",1774,1
2,"18.11 Dutch literature.",1775,2
2,"18.11 Dutch literature.",1777,1
2,"18.11 Dutch literature.",1778,1
2,"18.11 Dutch literature.",1779,2
2,"18.11 Dutch literature.",177u,1
2,"18.11 Dutch literature.",1780,4
2,"18.11 Dutch literature.",1781,2
2,"18.11 Dutch literature.",1782,3
2,"18.11 Dutch literature.",1783,1
2,"18.11 Dutch literature.",1784,5
2,"18.11 Dutch literature.",1785,6
2,"18.11 Dutch literature.",1786,7
2,"18.11 Dutch literature.",1787,4
2,"18.11 Dutch literature.",1788,4
2,"18.11 Dutch literature.",1789,2
2,"18.11 Dutch literature.",1790,6
2,"18.11 Dutch literature.",1791,1
2,"18.11 Dutch literature.",1792,1
2,"18.11 Dutch literature.",1793,5
2,"18.11 Dutch literature.",1794,2
2,"18.11 Dutch literature.",1795,2
2,"18.11 Dutch literature.",1796,2
2,"18.11 Dutch literature.",1797,3
2,"18.11 Dutch literature.",1799,1
2,"18.11 Dutch literature.",17uu,4
2,"18.11 Dutch literature.",1801,2
2,"18.11 Dutch literature.",1802,2
2,"18.11 Dutch literature.",1803,3
2,"18.11 Dutch literature.",1804,4
2,"18.11 Dutch literature.",1805,5
2,"18.11 Dutch literature.",1806,1
2,"18.11 Dutch literature.",1807,2
2,"18.11 Dutch literature.",1808,6
2,"18.11 Dutch literature.",1809,4
2,"18.11 Dutch literature.",1810,3
2,"18.11 Dutch literature.",1811,3
2,"18.11 Dutch literature.",1812,7
2,"18.11 Dutch literature.",1813,5
2,"18.11 Dutch literature.",1814,5
2,"18.11 Dutch literature.",1815,10
2,"18.11 Dutch literature.",1816,2
2,"18.11 Dutch literature.",1817,11
2,"18.11 Dutch literature.",1818,3
2,"18.11 Dutch literature.",1819,6
2,"18.11 Dutch literature.",1820,12
2,"18.11 Dutch literature.",1821,12
2,"18.11 Dutch literature.",1822,6
2,"18.11 Dutch literature.",1823,12
2,"18.11 Dutch literature.",1824,21
2,"18.11 Dutch literature.",1825,7
2,"18.11 Dutch literature.",1826,11
2,"18.11 Dutch literature.",1827,10
2,"18.11 Dutch literature.",1828,16
2,"18.11 Dutch literature.",1829,8
2,"18.11 Dutch literature.",1830,11
2,"18.11 Dutch literature.",1831,9
2,"18.11 Dutch literature.",1832,5
2,"18.11 Dutch literature.",1833,8
2,"18.11 Dutch literature.",1834,12
2,"18.11 Dutch literature.",1835,14
2,"18.11 Dutch literature.",1836,15
2,"18.11 Dutch literature.",1837,7
2,"18.11 Dutch literature.",1838,11
2,"18.11 Dutch literature.",1839,6
2,"18.11 Dutch literature.",1840,9
2,"18.11 Dutch literature.",1841,9
2,"18.11 Dutch literature.",1842,12
2,"18.11 Dutch literature.",1843,8
2,"18.11 Dutch literature.",1844,14
2,"18.11 Dutch literature.",1845,6
2,"18.11 Dutch literature.",1846,14
2,"18.11 Dutch literature.",1847,8
2,"18.11 Dutch literature.",1848,12
2,"18.11 Dutch literature.",1849,12
2,"18.11 Dutch literature.",1850,10
2,"18.11 Dutch literature.",1851,14
2,"18.11 Dutch literature.",1852,17
2,"18.11 Dutch literature.",1853,18
2,"18.11 Dutch literature.",1854,18
2,"18.11 Dutch literature.",1855,13
2,"18.11 Dutch literature.",1856,22
2,"18.11 Dutch literature.",1857,23
2,"18.11 Dutch literature.",1858,23
2,"18.11 Dutch literature.",1859,10
2,"18.11 Dutch literature.",185u,1
2,"18.11 Dutch literature.",1860,18
2,"18.11 Dutch literature.",1861,16
2,"18.11 Dutch literature.",1862,8
2,"18.11 Dutch literature.",1863,13
2,"18.11 Dutch literature.",1864,12
2,"18.11 Dutch literature.",1865,11
2,"18.11 Dutch literature.",1866,13
2,"18.11 Dutch literature.",1867,15
2,"18.11 Dutch literature.",1868,16
2,"18.11 Dutch literature.",1869,16
2,"18.11 Dutch literature.",186u,1
2,"18.11 Dutch literature.",1870,20
2,"18.11 Dutch literature.",1871,21
2,"18.11 Dutch literature.",1872,23
2,"18.11 Dutch literature.",1873,20
2,"18.11 Dutch literature.",1874,17
2,"18.11 Dutch literature.",1875,26
2,"18.11 Dutch literature.",1876,30
2,"18.11 Dutch literature.",1877,17
2,"18.11 Dutch literature.",1878,31
2,"18.11 Dutch literature.",1879,22
2,"18.11 Dutch literature.",187u,1
2,"18.11 Dutch literature.",1880,19
2,"18.11 Dutch literature.",1881,20
2,"18.11 Dutch literature.",1882,27
2,"18.11 Dutch literature.",1883,23
2,"18.11 Dutch literature.",1884,34
2,"18.11 Dutch literature.",1885,18
2,"18.11 Dutch literature.",1886,19
2,"18.11 Dutch literature.",1887,21
2,"18.11 Dutch literature.",1888,23
2,"18.11 Dutch literature.",1889,15
2,"18.11 Dutch literature.",1890,27
2,"18.11 Dutch literature.",1891,20
2,"18.11 Dutch literature.",1892,23
2,"18.11 Dutch literature.",1893,22
2,"18.11 Dutch literature.",1894,26
2,"18.11 Dutch literature.",1895,32
2,"18.11 Dutch literature.",1896,22
2,"18.11 Dutch literature.",1897,23
2,"18.11 Dutch literature.",1898,23
2,"18.11 Dutch literature.",1899,23
2,"18.11 Dutch literature.",189u,1
2,"18.11 Dutch literature.",18uu,5
2,"18.11 Dutch literature.",1900,20
2,"18.11 Dutch literature.",1901,27
2,"18.11 Dutch literature.",1902,35
2,"18.11 Dutch literature.",1903,48
2,"18.11 Dutch literature.",1904,47
2,"18.11 Dutch literature.",1905,31
2,"18.11 Dutch literature.",1906,36
2,"18.11 Dutch literature.",1907,33
2,"18.11 Dutch literature.",1908,32
2,"18.11 Dutch literature.",1909,29
2,"18.11 Dutch literature.",1910,45
2,"18.11 Dutch literature.",1911,26
2,"18.11 Dutch literature.",1912,49
2,"18.11 Dutch literature.",1913,41
2,"18.11 Dutch literature.",1914,49
2,"18.11 Dutch literature.",1915,55
2,"18.11 Dutch literature.",1916,82
2,"18.11 Dutch literature.",1917,77
2,"18.11 Dutch literature.",1918,73
2,"18.11 Dutch literature.",1919,90
2,"18.11 Dutch literature.",1920,64
2,"18.11 Dutch literature.",1921,42
2,"18.11 Dutch literature.",1922,48
2,"18.11 Dutch literature.",1923,47
2,"18.11 Dutch literature.",1924,73
2,"18.11 Dutch literature.",1925,87
2,"18.11 Dutch literature.",1926,65
2,"18.11 Dutch literature.",1927,59
2,"18.11 Dutch literature.",1928,67
2,"18.11 Dutch literature.",1929,45
2,"18.11 Dutch literature.",192u,1
2,"18.11 Dutch literature.",1930,80
2,"18.11 Dutch literature.",1931,72
2,"18.11 Dutch literature.",1932,69
2,"18.11 Dutch literature.",1933,70
2,"18.11 Dutch literature.",1934,85
2,"18.11 Dutch literature.",1935,109
2,"18.11 Dutch literature.",1936,85
2,"18.11 Dutch literature.",1937,90
2,"18.11 Dutch literature.",1938,94
2,"18.11 Dutch literature.",1939,98
2,"18.11 Dutch literature.",1940,98
2,"18.11 Dutch literature.",1941,113
2,"18.11 Dutch literature.",1942,88
2,"18.11 Dutch literature.",1943,60
2,"18.11 Dutch literature.",1944,82
2,"18.11 Dutch literature.",1945,110
2,"18.11 Dutch literature.",1946,151
2,"18.11 Dutch literature.",1947,119
2,"18.11 Dutch literature.",1948,98
2,"18.11 Dutch literature.",1949,81
2,"18.11 Dutch literature.",1950,77
2,"18.11 Dutch literature.",1951,86
2,"18.11 Dutch literature.",1952,87
2,"18.11 Dutch literature.",1953,91
2,"18.11 Dutch literature.",1954,102
2,"18.11 Dutch literature.",1955,109
2,"18.11 Dutch literature.",1956,105
2,"18.11 Dutch literature.",1957,107
2,"18.11 Dutch literature.",1958,107
2,"18.11 Dutch literature.",1959,101
2,"18.11 Dutch literature.",1960,106
2,"18.11 Dutch literature.",1961,113
2,"18.11 Dutch literature.",1962,128
2,"18.11 Dutch literature.",1963,110
2,"18.11 Dutch literature.",1964,121
2,"18.11 Dutch literature.",1965,124
2,"18.11 Dutch literature.",1966,128
2,"18.11 Dutch literature.",1967,124
2,"18.11 Dutch literature.",1968,146
2,"18.11 Dutch literature.",1969,137
2,"18.11 Dutch literature.",1970,121
2,"18.11 Dutch literature.",1971,126
2,"18.11 Dutch literature.",1972,128
2,"18.11 Dutch literature.",1973,142
2,"18.11 Dutch literature.",1974,139
2,"18.11 Dutch literature.",1975,123
2,"18.11 Dutch literature.",1976,123
2,"18.11 Dutch literature.",1977,148
2,"18.11 Dutch literature.",1978,194
2,"18.11 Dutch literature.",1979,190
2,"18.11 Dutch literature.",197u,1
2,"18.11 Dutch literature.",1980,187
2,"18.11 Dutch literature.",1981,145
2,"18.11 Dutch literature.",1982,135
2,"18.11 Dutch literature.",1983,157
2,"18.11 Dutch literature.",1984,154
2,"18.11 Dutch literature.",1985,152
2,"18.11 Dutch literature.",1986,182
2,"18.11 Dutch literature.",1987,161
2,"18.11 Dutch literature.",1988,171
2,"18.11 Dutch literature.",1989,192
2,"18.11 Dutch literature.",1990,203
2,"18.11 Dutch literature.",1991,212
2,"18.11 Dutch literature.",1992,213
2,"18.11 Dutch literature.",1993,273
2,"18.11 Dutch literature.",1994,268
2,"18.11 Dutch literature.",1995,243
2,"18.11 Dutch literature.",1996,272
2,"18.11 Dutch literature.",1997,219
2,"18.11 Dutch literature.",1998,295
2,"18.11 Dutch literature.",1999,279
2,"18.11 Dutch literature.",19uu,1
2,"18.11 Dutch literature.",2000,288
2,"18.11 Dutch literature.",2001,306
2,"18.11 Dutch literature.",2002,263
2,"18.11 Dutch literature.",2003,279
2,"18.11 Dutch literature.",2004,332
2,"18.11 Dutch literature.",2005,325
2,"18.11 Dutch literature.",2006,227
2,"18.11 Dutch literature.",2007,237
2,"18.11 Dutch literature.",2008,284
2,"18.11 Dutch literature.",2009,172
2,"18.11 Dutch literature.",2010,127
2,"18.11 Dutch literature.",2011,135
2,"18.11 Dutch literature.",2012,39
2,"18.11 Dutch literature.",2013,25
2,"18.11 Dutch literature.",2014,27
2,"18.11 Dutch literature.",2015,26
2,"18.11 Dutch literature.",2016,141
2,"18.11 Dutch literature.",2017,243
2,"18.11 Dutch literature.",2018,318
2,"18.11 Dutch literature.",2019,245
2,"18.11 Dutch literature.",2020,79
2,"18.11 Dutch literature.",2021,1
3,Bellettrie,"    ",1
3,Bellettrie,1712,1
3,Bellettrie,1781,1
3,Bellettrie,1800,1
3,Bellettrie,1801,2
3,Bellettrie,1816,1
3,Bellettrie,1818,1
3,Bellettrie,1821,4
3,Bellettrie,1822,3
3,Bellettrie,1824,1
3,Bellettrie,1825,1
3,Bellettrie,1826,1
3,Bellettrie,1827,3
3,Bellettrie,1830,1
3,Bellettrie,1834,1
3,Bellettrie,1838,1
3,Bellettrie,1840,2
3,Bellettrie,1841,1
3,Bellettrie,1843,1
3,Bellettrie,1845,1
3,Bellettrie,1849,1
3,Bellettrie,1852,1
3,Bellettrie,1853,1
3,Bellettrie,1854,2
3,Bellettrie,1855,3
3,Bellettrie,1856,4
3,Bellettrie,1858,2
3,Bellettrie,1860,4
3,Bellettrie,1861,3
3,Bellettrie,1862,1
3,Bellettrie,1863,3
3,Bellettrie,1864,1
3,Bellettrie,1865,3
3,Bellettrie,1866,2
3,Bellettrie,1867,4
3,Bellettrie,1868,2
3,Bellettrie,1869,1
3,Bellettrie,1870,1
3,Bellettrie,1871,3
3,Bellettrie,1872,3
3,Bellettrie,1874,1
3,Bellettrie,1875,1
3,Bellettrie,1876,2
3,Bellettrie,1877,2
3,Bellettrie,1878,5
3,Bellettrie,1879,3
3,Bellettrie,1880,1
3,Bellettrie,1881,3
3,Bellettrie,1882,5
3,Bellettrie,1883,3
3,Bellettrie,1884,4
3,Bellettrie,1885,1
3,Bellettrie,1886,7
3,Bellettrie,1887,3
3,Bellettrie,1888,1
3,Bellettrie,1889,2
3,Bellettrie,1890,2
3,Bellettrie,1891,3
3,Bellettrie,1892,1
3,Bellettrie,1893,1
3,Bellettrie,1894,3
3,Bellettrie,1895,2
3,Bellettrie,1896,6
3,Bellettrie,1897,5
3,Bellettrie,1898,5
3,Bellettrie,1899,2
3,Bellettrie,1900,5
3,Bellettrie,1901,4
3,Bellettrie,1902,7
3,Bellettrie,1903,4
3,Bellettrie,1904,3
3,Bellettrie,1905,7
3,Bellettrie,1906,7
3,Bellettrie,1907,5
3,Bellettrie,1908,4
3,Bellettrie,1909,10
3,Bellettrie,1910,3
3,Bellettrie,1911,3
3,Bellettrie,1912,10
3,Bellettrie,1913,11
3,Bellettrie,1914,11
3,Bellettrie,1915,5
3,Bellettrie,1916,3
3,Bellettrie,1918,3
3,Bellettrie,1919,2
3,Bellettrie,1920,6
3,Bellettrie,1921,14
3,Bellettrie,1922,8
3,Bellettrie,1923,9
3,Bellettrie,1924,9
3,Bellettrie,1925,9
3,Bellettrie,1926,9
3,Bellettrie,1927,18
3,Bellettrie,1928,18
3,Bellettrie,1929,18
3,Bellettrie,1930,7
3,Bellettrie,1931,8
3,Bellettrie,1932,9
3,Bellettrie,1933,11
3,Bellettrie,1934,11
3,Bellettrie,1935,13
3,Bellettrie,1936,4
3,Bellettrie,1937,8
3,Bellettrie,1938,9
3,Bellettrie,1939,13
3,Bellettrie,1940,6
3,Bellettrie,1941,8
3,Bellettrie,1942,5
3,Bellettrie,1943,9
3,Bellettrie,1944,8
3,Bellettrie,1945,9
3,Bellettrie,1946,12
3,Bellettrie,1947,12
3,Bellettrie,1948,16
3,Bellettrie,1949,14
3,Bellettrie,1950,14
3,Bellettrie,1951,18
3,Bellettrie,1952,21
3,Bellettrie,1953,18
3,Bellettrie,1954,25
3,Bellettrie,1955,23
3,Bellettrie,1956,21
3,Bellettrie,1957,27
3,Bellettrie,1958,37
3,Bellettrie,1959,33
3,Bellettrie,1960,37
3,Bellettrie,1961,31
3,Bellettrie,1962,50
3,Bellettrie,1963,51
3,Bellettrie,1964,48
3,Bellettrie,1965,54
3,Bellettrie,1966,75
3,Bellettrie,1967,56
3,Bellettrie,1968,55
3,Bellettrie,1969,66
3,Bellettrie,1970,73
3,Bellettrie,1971,77
3,Bellettrie,1972,79
3,Bellettrie,1973,92
3,Bellettrie,1974,88
3,Bellettrie,1975,102
3,Bellettrie,1976,87
3,Bellettrie,1977,107
3,Bellettrie,1978,144
3,Bellettrie,1979,165
3,Bellettrie,1980,209
3,Bellettrie,1981,255
3,Bellettrie,1982,305
3,Bellettrie,1983,280
3,Bellettrie,1984,289
3,Bellettrie,1985,329
3,Bellettrie,1986,308
3,Bellettrie,1987,250
3,Bellettrie,1988,255
3,Bellettrie,1989,249
3,Bellettrie,198u,1
3,Bellettrie,1990,245
3,Bellettrie,1991,252
3,Bellettrie,1992,293
3,Bellettrie,1993,282
3,Bellettrie,1994,313
3,Bellettrie,1995,328
3,Bellettrie,1996,367
3,Bellettrie,1997,328
3,Bellettrie,1998,365
3,Bellettrie,1999,407
3,Bellettrie,19uu,6
3,Bellettrie,2000,413
3,Bellettrie,2001,386
3,Bellettrie,2002,427
3,Bellettrie,2003,444
3,Bellettrie,2004,420
3,Bellettrie,2005,423
3,Bellettrie,2006,324
3,Bellettrie,2007,229
3,Bellettrie,2008,168
3,Bellettrie,2009,268
3,Bellettrie,2010,219
3,Bellettrie,2011,83
3,Bellettrie,2012,3
3,Bellettrie,2013,1
3,Bellettrie,2017,2
4,"Dutch literature",1617,1
4,"Dutch literature",1619,2
4,"Dutch literature",1635,1
4,"Dutch literature",1639,1
4,"Dutch literature",1640,1
4,"Dutch literature",1642,1
4,"Dutch literature",1645,2
4,"Dutch literature",1648,1
4,"Dutch literature",1649,2
4,"Dutch literature",1652,1
4,"Dutch literature",1656,1
4,"Dutch literature",1657,1
4,"Dutch literature",1658,2
4,"Dutch literature",1659,2
4,"Dutch literature",1660,1
4,"Dutch literature",1661,1
4,"Dutch literature",1665,2
4,"Dutch literature",1666,2
4,"Dutch literature",1669,1
4,"Dutch literature",1670,1
4,"Dutch literature",1671,4
4,"Dutch literature",1672,2
4,"Dutch literature",1675,1
4,"Dutch literature",1678,3
4,"Dutch literature",1679,2
4,"Dutch literature",1680,1
4,"Dutch literature",1681,1
4,"Dutch literature",1682,3
4,"Dutch literature",1684,1
4,"Dutch literature",1688,2
4,"Dutch literature",1690,1
4,"Dutch literature",1694,2
4,"Dutch literature",1696,1
4,"Dutch literature",1697,1
4,"Dutch literature",1700,1
4,"Dutch literature",1702,2
4,"Dutch literature",1704,1
4,"Dutch literature",1705,1
4,"Dutch literature",1707,1
4,"Dutch literature",1708,1
4,"Dutch literature",1712,1
4,"Dutch literature",1714,1
4,"Dutch literature",1715,1
4,"Dutch literature",1716,1
4,"Dutch literature",1717,1
4,"Dutch literature",1718,2
4,"Dutch literature",1719,1
4,"Dutch literature",1721,1
4,"Dutch literature",1722,3
4,"Dutch literature",1723,1
4,"Dutch literature",1724,1
4,"Dutch literature",1725,5
4,"Dutch literature",1727,2
4,"Dutch literature",1728,2
4,"Dutch literature",1729,4
4,"Dutch literature",1731,1
4,"Dutch literature",1732,1
4,"Dutch literature",1735,1
4,"Dutch literature",1736,1
4,"Dutch literature",1738,1
4,"Dutch literature",1739,2
4,"Dutch literature",1740,1
4,"Dutch literature",1741,1
4,"Dutch literature",1742,1
4,"Dutch literature",1744,2
4,"Dutch literature",1748,1
4,"Dutch literature",1750,2
4,"Dutch literature",1754,1
4,"Dutch literature",1760,1
4,"Dutch literature",1763,1
4,"Dutch literature",1765,1
4,"Dutch literature",1766,1
4,"Dutch literature",1768,1
4,"Dutch literature",1770,2
4,"Dutch literature",1771,1
4,"Dutch literature",1772,2
4,"Dutch literature",1773,2
4,"Dutch literature",1775,2
4,"Dutch literature",1776,1
4,"Dutch literature",1777,2
4,"Dutch literature",1778,2
4,"Dutch literature",1779,2
4,"Dutch literature",177u,1
4,"Dutch literature",1780,3
4,"Dutch literature",1781,2
4,"Dutch literature",1782,2
4,"Dutch literature",1783,1
4,"Dutch literature",1785,1
4,"Dutch literature",1786,2
4,"Dutch literature",1787,1
4,"Dutch literature",1788,7
4,"Dutch literature",1789,1
4,"Dutch literature",1791,1
4,"Dutch literature",1792,4
4,"Dutch literature",1793,2
4,"Dutch literature",1794,2
4,"Dutch literature",1795,1
4,"Dutch literature",1796,5
4,"Dutch literature",1797,1
4,"Dutch literature",1798,3
4,"Dutch literature",1799,3
4,"Dutch literature",17uu,2
4,"Dutch literature",1800,1
4,"Dutch literature",1801,2
4,"Dutch literature",1802,2
4,"Dutch literature",1803,4
4,"Dutch literature",1805,2
4,"Dutch literature",1806,3
4,"Dutch literature",1807,5
4,"Dutch literature",1808,5
4,"Dutch literature",1809,3
4,"Dutch literature",1810,3
4,"Dutch literature",1812,1
4,"Dutch literature",1813,4
4,"Dutch literature",1814,2
4,"Dutch literature",1815,3
4,"Dutch literature",1816,2
4,"Dutch literature",1817,3
4,"Dutch literature",1818,3
4,"Dutch literature",1819,4
4,"Dutch literature",1820,5
4,"Dutch literature",1821,4
4,"Dutch literature",1822,4
4,"Dutch literature",1823,9
4,"Dutch literature",1824,4
4,"Dutch literature",1825,5
4,"Dutch literature",1826,11
4,"Dutch literature",1827,7
4,"Dutch literature",1828,13
4,"Dutch literature",1829,4
4,"Dutch literature",1830,7
4,"Dutch literature",1831,6
4,"Dutch literature",1832,5
4,"Dutch literature",1833,8
4,"Dutch literature",1834,8
4,"Dutch literature",1835,6
4,"Dutch literature",1836,5
4,"Dutch literature",1837,4
4,"Dutch literature",1838,3
4,"Dutch literature",1839,11
4,"Dutch literature",1840,5
4,"Dutch literature",1841,10
4,"Dutch literature",1842,5
4,"Dutch literature",1843,9
4,"Dutch literature",1844,8
4,"Dutch literature",1845,7
4,"Dutch literature",1846,3
4,"Dutch literature",1847,7
4,"Dutch literature",1848,6
4,"Dutch literature",1849,5
4,"Dutch literature",184u,1
4,"Dutch literature",1850,5
4,"Dutch literature",1851,12
4,"Dutch literature",1852,17
4,"Dutch literature",1853,12
4,"Dutch literature",1854,16
4,"Dutch literature",1855,14
4,"Dutch literature",1856,15
4,"Dutch literature",1857,13
4,"Dutch literature",1858,9
4,"Dutch literature",1859,8
4,"Dutch literature",185u,1
4,"Dutch literature",1860,14
4,"Dutch literature",1861,12
4,"Dutch literature",1862,6
4,"Dutch literature",1863,17
4,"Dutch literature",1864,7
4,"Dutch literature",1865,11
4,"Dutch literature",1866,17
4,"Dutch literature",1867,15
4,"Dutch literature",1868,25
4,"Dutch literature",1869,19
4,"Dutch literature",186u,1
4,"Dutch literature",1870,17
4,"Dutch literature",1871,13
4,"Dutch literature",1872,17
4,"Dutch literature",1873,14
4,"Dutch literature",1874,23
4,"Dutch literature",1875,41
4,"Dutch literature",1876,34
4,"Dutch literature",1877,27
4,"Dutch literature",1878,27
4,"Dutch literature",1879,30
4,"Dutch literature",1880,20
4,"Dutch literature",1881,26
4,"Dutch literature",1882,21
4,"Dutch literature",1883,17
4,"Dutch literature",1884,26
4,"Dutch literature",1885,31
4,"Dutch literature",1886,29
4,"Dutch literature",1887,25
4,"Dutch literature",1888,28
4,"Dutch literature",1889,31
4,"Dutch literature",188u,1
4,"Dutch literature",1890,23
4,"Dutch literature",1891,32
4,"Dutch literature",1892,29
4,"Dutch literature",1893,30
4,"Dutch literature",1894,26
4,"Dutch literature",1895,28
4,"Dutch literature",1896,25
4,"Dutch literature",1897,25
4,"Dutch literature",1898,21
4,"Dutch literature",1899,23
4,"Dutch literature",189u,1
4,"Dutch literature",18uu,3
4,"Dutch literature",1900,34
4,"Dutch literature",1901,34
4,"Dutch literature",1902,32
4,"Dutch literature",1903,28
4,"Dutch literature",1904,46
4,"Dutch literature",1905,39
4,"Dutch literature",1906,32
4,"Dutch literature",1907,27
4,"Dutch literature",1908,41
4,"Dutch literature",1909,39
4,"Dutch literature",190u,1
4,"Dutch literature",1910,59
4,"Dutch literature",1911,55
4,"Dutch literature",1912,71
4,"Dutch literature",1913,71
4,"Dutch literature",1914,51
4,"Dutch literature",1915,50
4,"Dutch literature",1916,87
4,"Dutch literature",1917,94
4,"Dutch literature",1918,99
4,"Dutch literature",1919,122
4,"Dutch literature",191u,3
4,"Dutch literature",1920,94
4,"Dutch literature",1921,54
4,"Dutch literature",1922,65
4,"Dutch literature",1923,70
4,"Dutch literature",1924,72
4,"Dutch literature",1925,79
4,"Dutch literature",1926,82
4,"Dutch literature",1927,69
4,"Dutch literature",1928,90
4,"Dutch literature",1929,94
4,"Dutch literature",192u,3
4,"Dutch literature",1930,133
4,"Dutch literature",1931,107
4,"Dutch literature",1932,86
4,"Dutch literature",1933,90
4,"Dutch literature",1934,99
4,"Dutch literature",1935,102
4,"Dutch literature",1936,68
4,"Dutch literature",1937,76
4,"Dutch literature",1938,82
4,"Dutch literature",1939,97
4,"Dutch literature",193u,2
4,"Dutch literature",1940,73
4,"Dutch literature",1941,78
4,"Dutch literature",1942,53
4,"Dutch literature",1943,36
4,"Dutch literature",1944,28
4,"Dutch literature",1945,62
4,"Dutch literature",1946,119
4,"Dutch literature",1947,98
4,"Dutch literature",1948,96
4,"Dutch literature",1949,74
4,"Dutch literature",1950,74
4,"Dutch literature",1951,106
4,"Dutch literature",1952,98
4,"Dutch literature",1953,103
4,"Dutch literature",1954,148
4,"Dutch literature",1955,130
4,"Dutch literature",1956,159
4,"Dutch literature",1957,116
4,"Dutch literature",1958,84
